date,data,url,,
2017-05-26,BRIEF-India's Page Industries March-qtr profit rises about 18 pct,http://www.reuters.com/article/brief-indias-page-industries-march-qtr-profit-rises-about-18-pct-idUSFWN1IR06B,,
2016-08-11,Tata Chemicals sells urea business to focus on other fertilisers,http://www.reuters.com/article/tata-chemicals-fertilizers-yara-intl-idUSL3N1AR3QB,,
2012-06-07,India's fertilisers demand seen falling in FY13-Tata Chem,http://www.reuters.com/article/india-tatachemicals-idUSL3E8H72C020120607,,
2017-09-13,BRIEF-Tata Global Beverages proposes to sell up to 10.5 mln shares of Tata Chemicals to Tata Sons,http://www.reuters.com/article/brief-tata-global-beverages-proposes-to-sell-up-to-10-5-mln-shares-of-tata-chemicals-to-tata-sons-idUSFWN1LT0IT,,
2011-04-11,Tata Chemicals buys 25 pct in Olam's joint venture in Gabon,http://www.reuters.com/article/olam-tatachemicals-idUSWNAS177020110411,,
2012-02-10,India's Tata Chemicals sees rising costs impacting margins,http://www.reuters.com/article/tata-chemicals-input-costs-idUSWNAS660820120210,,
2017-09-13,BRIEF-Tata Chemicals says board accepts offer for sale of 43.2 mln shares of Tata Global Beverages,http://www.reuters.com/article/brief-tata-chemicals-says-board-accepts-offer-for-sale-of-43-2-mln-shares-of-tata-global-beverages-idUSFWN1LT0G1,,
2012-05-30,India's Tata Chemicals says DAP retail prices may rise,http://www.reuters.com/article/tata-chemicals-idUSI8E7KE00R20120530,,
2011-04-20,FITCH: Tata Chemicals' ratings unaffected by Republic of Gabon investment,http://www.reuters.com/article/markets-ratings-tatachemicals-idUSWNA666420110420,,
2013-10-01,RPT-Fitch affirms India's Tata Chemicals at 'BB+', outlook stable,http://www.reuters.com/article/fitch-affirms-indias-tata-chemicals-at-b-idUSFit67161120131001,
2011-11-10,India's Tata Chemicals eyes more Africa investments,http://www.reuters.com/article/kenya-tatachem-idUSL5E7MA0LY20111110,,
2011-05-27,UPDATE 1-India's Tata Chemicals buys US potash miner EPM,http://www.reuters.com/article/tata-chemicals-acquisition-idUSL3E7GR22P20110527,,
2013-04-08,India's TVS Motor to release bikes developed with BMW in 2015,http://www.reuters.com/article/india-tvsmotor-bmw-idUSI8N0C500320130408,,
2014-07-02,TABLE-India's TVS Motors June vehicle sales up 23 pct y/y,http://www.reuters.com/article/tvs-motor-sales-idUSWNBS00I1P20140702,,
2017-04-28,BRIEF-TVS Motor Co March-qtr profit falls about 7 pct,http://www.reuters.com/article/brief-tvs-motor-co-march-qtr-profit-falls-about-7-pct-idUSFWN1HZ0AR,,
2014-02-01,TABLE-India's TVS Motor January sales rise 6 pct,http://www.reuters.com/article/tvsmotor-sales-idUSL3N0L606E20140201,,
2017-08-02,BRIEF-India's TVS Motor Co July total sales up 9 pct,http://www.reuters.com/article/brief-indias-tvs-motor-co-july-total-sales-up-9-pct-idUSFWN1KN08L,,
2012-09-02,TABLE-India's TVS Motor August vehicle sales drop 20.7 pct,http://www.reuters.com/article/tvsmotor-sales-idUSL4E8K20PL20120902,,
2017-07-04,BRIEF-TVS Motor Company cuts prices in various segments,http://www.reuters.com/article/brief-tvs-motor-company-cuts-prices-in-various-segments-idUSFWN1JU00J,,
2017-07-04,BRIEF-TVS Motor June sales up 11 pct,http://www.reuters.com/article/brief-tvs-motor-june-sales-up-11-pct-idUSFWN1JU01H,,
2012-05-01,TABLE-India's TVS Motor April sales up 4 pct y/y,http://www.reuters.com/article/tvsmotor-sales-table-idUSL4E8G12AI20120501,,
2017-09-27,BRIEF-TVS Motor Co says CFO S G Murali retires,http://www.reuters.com/article/brief-tvs-motor-co-says-cfo-s-g-murali-retires-idUSFWN1M705K,,
2017-04-28,"India's TVS Motor Q4 profit falls about 7 pct, but beats estimates",http://www.reuters.com/article/indias-tvs-motor-q4-profit-falls-about-7-pct-but-beats-estimates-idUSL4N1HZ3W0,,
2017-05-03,BRIEF-TVS Motor April total sales rise,http://www.reuters.com/article/brief-tvs-motor-april-total-sales-rise-idUSFWN1I40L0,,
2017-03-07,BRIEF-TVS Motor Company declares interim dividend of 1.25 rupees per share,http://www.reuters.com/article/brief-tvs-motor-company-declares-interim-idUSFWN1GJ00K,,
2017-08-12,"India's TVS Motor Q1 profit up nearly 7 pct, misses estimates",http://www.reuters.com/article/indias-tvs-motor-q1-profit-up-nearly-7-pct-misses-estimates-idUSL4N1KX2P9,,
2011-01-01,India's TVS Motors Dec sales up 42 pct on year,http://www.reuters.com/article/tvs-motors-sales-idUSSGE70000820110101,,
2012-01-31,India's TVS Motor Co Jan sales up 5 pct,http://www.reuters.com/article/india-tvsmotor-sales-idUSWNAS628220120201,,
2015-07-02,India's TVS Motor June total vehicles sales up 8 pct y/y,http://www.reuters.com/article/tvs-motor-sales-idUSWNBS00YPA20150701,,
2017-08-12,BRIEF-India's TVS Motor June-qtr profit up about 7 pct,http://www.reuters.com/article/brief-indias-tvs-motor-june-qtr-profit-up-about-7-pct-idUSFWN1KX0H6,,
2017-03-02,BRIEF-TVS Motor Co says Feb total vehicle sales falls about 4 pct,http://www.reuters.com/article/brief-tvs-motor-co-says-feb-total-vehicl-idUSFWN1GE0NO,,
2011-05-19,"GM ups Volt, Ampera production outlook",http://www.reuters.com/article/us-gm-volt-idUSTRE74I35K20110519,,
2017-03-09,BRIEF-Volt Information sciences Q1 revenue fell 4.3 pct to $313 mln,http://www.reuters.com/article/brief-volt-information-sciences-q1-reven-idUSASB0B4GS,,
2012-09-10,"UPDATE 1-INSIGHT-GM's Volt: The ugly math of low sales, high costs",http://www.reuters.com/article/generalmotors-autos-volt-upd-idUSL1E8KA9GM20120910,,
2017-06-06,BRIEF-Volt Energy acquires Lac Saint Simon lithium property,http://www.reuters.com/article/brief-volt-energy-acquires-lac-saint-simon-lithium-property-idUSASA09SMF,,
2012-01-10,GM may cut Volt output if sales falter-exec,http://www.reuters.com/article/gm-volt-idUSN1E8090D720120111,,
2012-01-20,Probe of Chevy Volt fires closed,http://www.reuters.com/article/us-gm-volt-idUSTRE80J20X20120120,,
2017-08-02,BRIEF-Voltas says no proposal approved regarding buyout of Sharp India's AC manufacturing plant,http://www.reuters.com/article/brief-voltas-says-no-proposal-approved-regarding-buyout-of-sharp-indias-ac-manufacturing-plant-idUSFWN1KN0EM,,
2017-09-01,BRIEF-Volt Information Sciences enters into amendment no. 8,http://www.reuters.com/article/brief-volt-information-sciences-enters-into-amendment-no-8-idUSFWN1LH0Z7,,
2014-08-07,GM to debut next version of slow-selling Volt hybrid in January,http://www.reuters.com/article/gm-volt-idUSL2N0QD0ZT20140807,,
2011-11-25,US opening formal probe into GM Volt fire risk,http://www.reuters.com/article/gm-volt-idUSN1E7AO1FR20111125,,
2017-02-24,BRIEF-Volt Information Sciences' unit enters into an amendment to loan and security agreement,http://www.reuters.com/article/brief-volt-information-sciences-unit-ent-idUSFWN1G819D,,
2011-11-11,US probes battery fire in GM Chevy Volt,http://www.reuters.com/article/gm-volt-idUSWEN078220111111,,
2011-01-11,"AUTOSHOW-UPDATE 1-GM to boost EV lineup, eyes plug-in Cadillac",http://www.reuters.com/article/autoshow-gm-volt-idUSN1114389920110111,,
2011-01-11,"GM to boost EV lineup, eyes plug-in Cadillac",http://www.reuters.com/article/retire-us-autoshow-gm-volt-idUSTRE70A5KM20110111,,
2012-03-06,Chevrolet Volt Car of the Year as production halt looms,http://www.reuters.com/article/us-autoshow-gm-volt-idUSTRE8250YP20120306,,
2011-12-06,UPDATE 4-GM nears possible Volt battery fix-sources,http://www.reuters.com/article/gm-volt-idUSN1E7B51D620111207,,
2014-10-04,Los Angeles Dodgers - PlayerWatch,http://www.reuters.com/article/bbo-dodgers-playerwatch-idUSMTZEAA3VOLT3U20141003,,
2014-10-29,GM to build more Chevy Volt parts in Michigan,http://www.reuters.com/article/us-generalmotors-volt-michigan-idUSKBN0IH08M20141028,,
2012-11-29,Chevy Volt tops Consumer Reports most-loved car survey again,http://www.reuters.com/article/us-consumerreports-volt-idUSBRE8AS0UL20121129,,
2017-03-08,BRIEF-Volt Information entered into stock purchase agreement with Mtech Holdings,http://www.reuters.com/article/brief-volt-information-entered-into-stoc-idUSFWN1GK0MA,,
2013-08-06,"GM cuts Volt electric car price by $5,000 for 2014 model",http://www.reuters.com/article/autos-gm-volt-idUSL1N0G70BR20130806,,
2012-08-27,GM to close Volt plant four weeks,http://www.reuters.com/article/gm-volt-plant-idUSL1E8JRI7U20120827,,
2012-03-22,GM to replace Chevy Volt 120-volt chargers,http://www.reuters.com/article/gm-volt-idUSL1E8EMARA20120322,,
2012-09-10,Factbox: Estimating costs of making General Motors' Volt,http://www.reuters.com/article/us-generalmotors-volt-idUSBRE88904V20120910,,
2017-05-24,BRIEF-Arcelik to set up JV with Voltas for production and sale of home appliances in India,http://www.reuters.com/article/brief-arcelik-to-set-up-jv-with-voltas-for-production-and-sale-of-home-appliances-in-india-idUSFWN1IP0NA,,
2011-04-26,"GM's Volt, Nissan Leaf get top marks in crash test",http://www.reuters.com/article/us-gm-volt-idUSTRE73P0LG20110426,,
2017-04-29,BRIEF-Abenteuer changes name to Volt Energy Corp,http://www.reuters.com/article/brief-abenteuer-changes-name-to-volt-energy-corp-idUSFWN1I00XU,,
2014-11-20,Hedge fund Livermore calls for board change at Volt Information,http://www.reuters.com/article/volt-info-activism-livemore-idUSL2N0T233220141119,,
2012-02-28,"Obama wants to stay plugged in post-White House, with electric car",http://www.reuters.com/article/usa-obama-volt-idUSL2E8DSBUZ20120228,,
2017-06-10,BRIEF-Volt Information Sciences Inc Q2 loss per share $0.04,http://www.reuters.com/article/brief-volt-information-sciences-inc-q2-loss-per-share-0-04-idUSASA09TDP,,
2012-07-12,GM unlikely to share Volt's green tech with Peugeot,http://www.reuters.com/article/gm-peugeot-volt-idUSL6E8IC5T320120712,,
2012-10-23,GM fixing 2013 Volt software glitch that affects motor,http://www.reuters.com/article/gm-volt-idUSL1E8LN2PS20121023,,
2016-03-07,"
Tata Motors enters pact with Bharat Forge, General Dynamics to bid for Rs 60,000 crore defence order
",http://www.thehindu.com/business/Industry/tata-motors-enters-pact-with-bharat-forge-general-dynamics-to-bid-for-rs-60000-crore-defence-order/article8324284.ece,,
2015-12-10,"
Bharat Forge to supply engine parts to Rolls-Royce
",http://www.thehindu.com/business/Industry/bharat-forge-to-supply-engine-parts-to-rollsroyce/article7969749.ece,,
2013-09-21,"
Bharat Forge gets FIPB nod to sell stake in defence unit
",http://www.thehindu.com/business/Industry/bharat-forge-gets-fipb-nod-to-sell-stake-in-defence-unit/article5154445.ece,,
2011-05-25,"
Bharat Forge does well on auto sector recovery
",http://www.thehindu.com/business/Industry/bharat-forge-does-well-on-auto-sector-recovery/article2045666.ece,,
2017-01-28,"
Birla Group, Bharat Forge make firm commitment ",http://www.thehindu.com/news/cities/Visakhapatnam/Birla-Group-Bharat-Forge-make-firm-commitment/article17105891.ece,,
2014-05-29,"
Bharat Forge net up 31 per cent
",http://www.thehindu.com/business/Industry/bharat-forge-net-up-31-per-cent/article6062385.ece,,
2016-01-10,"
Bharat Forge to invest Rs. 1.2k cr. for component hub in Nellore
",http://www.thehindu.com/business/Industry/Bharat-Forge-to-invest-Rs.-1.2k-cr.-for-component-hub-in-Nellore/article13992105.ece,,
2016-04-27,"
Boeing, Bharat Forge sign deal for titanium forgings
",http://www.thehindu.com/news/cities/mumbai/business/boeing-bharat-forge-sign-deal-for-titanium-forgings/article8526424.ece,,
2015-08-04,"
Bharat Forge posts 35 % increase in first quarter net
",http://www.thehindu.com/business/bharat-forge-posts-35-increase-in-first-quarter-net/article7496188.ece,,
2015-01-02,"
Bharat Forge buys French firm
",http://www.thehindu.com/business/Industry/bharat-forge-acquires-french-firm/article6748579.ece,,
2012-04-24,"
Alstom Bharat Forge to supply turbine islands for NTPC Solapur plant
",http://www.thehindu.com/business/companies/alstom-bharat-forge-to-supply-turbine-islands-for-ntpc-solapur-plant/article3349638.ece,,
2014-08-13,"
Bharat Forge to bank on asset light strategy
",http://www.thehindu.com/business/Industry/bharat-forge-to-bank-on-asset-light-strategy/article6313667.ece,,
2016-01-11,"
Bharat Forge to invest Rs. 1,200 cr. in Nellore
",http://www.thehindu.com/news/cities/Visakhapatnam/Bharat-Forge-to-invest-Rs.-1200-cr.-in-Nellore/article13993869.ece,,
2015-12-11,"
Bharat Forge, Rolls-Royce in aero supply contract
",http://www.thehindu.com/news/cities/mumbai/business/bharat-forge-rollsroyce-in-aero-supply-contract/article7973985.ece,,
2014-11-01,"
Divi’s Lab Q2 net up 12 pc
",http://www.thehindu.com/business/Industry/divis-lab-q2-net-up-12-per-cent/article6555510.ece,,
2015-01-31,"
Divi’s Labs to invest Rs.500 crore
",http://www.thehindu.com/business/Industry/divis-labs-to-invest-rs500-crore/article6842986.ece,,
2016-06-07,"
Alstom Bharat Forge JV to supply turbines for NTPC plant
",http://www.thehindu.com/business/Alstom-Bharat-Forge-JV-to-supply-turbines-for-NTPC-plant/article14390077.ece,,
2017-04-22,"
Divis Labs gets USFDA warning for Vizag unit ",http://www.thehindu.com/business/divis-labs-gets-usfda-warning-for-vizag-unit/article18191958.ece,,
2015-11-01,"
Divis Laboratories Q2 profit rises 29 %
",http://www.thehindu.com/business/Industry/divis-laboratories-q2-profit-rises-29/article7827585.ece,,
2012-04-04,"
Federal Bank hikes interest rate
",http://www.thehindu.com/news/national/kerala/federal-bank-hikes-interest-rate/article3277547.ece,,
2016-04-07,"
Federal Bank staff’s agitation
",http://www.thehindu.com/news/cities/Thiruvananthapuram/federal-bank-staffs-agitation/article8444165.ece,,
2017-03-21,"
Divi’s Labs gets USFDA import alert ",http://www.thehindu.com/business/divis-labs-gets-usfda-import-alert/article17566105.ece,,
2016-08-26,"
Sensex begins new series on muted note, Fed summit eyed
",http://www.thehindu.com/business/markets/Sensex-begins-new-series-on-muted-note-Fed-summit-eyed/article14591290.ece,,
2016-10-07,"
‘Fed hike may hit Asian capital flows’
",http://www.thehindu.com/business/Economy/%E2%80%98Fed-hike-may-hit-Asian-capital-flows%E2%80%99/article15432121.ece,,
2016-07-27,"
Fed keeps key interest rate unchanged but sees fewer risks
",http://www.thehindu.com/business/Economy/Fed-keeps-key-interest-rate-unchanged-but-sees-fewer-risks/article14511679.ece,,
2014-01-18,"
Federal Bank to open 100 branches every year
",http://www.thehindu.com/business/Industry/federal-bank-to-open-100-branches-every-year/article5590395.ece,,
2016-12-16,"
Rupee recovers from Fed jolt, up 7 paise to 67.76 ",http://www.thehindu.com/business/markets/Rupee-recovers-from-Fed-jolt-up-7-paise-to-67.76/article16862519.ece,,
2016-08-27,"
For the Fed’s Yellen ‘conventional’ unconventional policy is enough
",http://www.thehindu.com/business/Economy/For-the-Fed%E2%80%99s-Yellen-%E2%80%98conventional%E2%80%99-unconventional-policy-is-enough/article14593312.ece,,
2016-12-17,"
Decoding the Fed’s signals
",http://www.thehindu.com/opinion/editorial/Decoding-the-Fed%E2%80%99s-signals/article16867318.ece,,
2016-01-18,"
Fed started 2010 with hope, then fear and fitful activism
",http://www.thehindu.com/business/Economy/Fed-started-2010-with-hope-then-fear-and-fitful-activism/article14003668.ece,,
2015-06-02,"
Federal Bank launches ‘Scan N Pay’
",http://www.thehindu.com/news/cities/Kochi/federal-bank-launches-scan-n-pay/article7273335.ece,,
2011-04-28,"
Oil above $113 as dollar weakens on Fed comments
",http://www.thehindu.com/business/markets/Oil-above-113-as-dollar-weakens-on-Fed-comments/article14700012.ece,,
2016-07-26,"
Sensex slips from 11-month high ahead of Fed, BoJ meets
",http://www.thehindu.com/business/markets/Sensex-slips-from-11-month-high-ahead-of-Fed-BoJ-meets/article14509671.ece,,
2015-07-18,"
Federal Bank Q1 net drops 36 per cent
",http://www.thehindu.com/business/federal-bank-q1-net-drops-36-per-cent/article7438423.ece,,
2014-10-29,"
Willingness to lend is a problem, says Federal Bank chief
",http://www.thehindu.com/business/Industry/willingness-to-lend-is-a-problem-says-federal-bank-chief/article6541851.ece,,
2016-04-17,"
Theft: Federal Bank staff quizzed
",http://www.thehindu.com/news/national/tamil-nadu/theft-federal-bank-staff-quizzed/article8484963.ece,,
2015-05-20,"
Federal Bank, SBI co-branded cards launched
",http://www.thehindu.com/news/cities/Kochi/federal-bank-sbi-cobranded-cards-launched/article7225804.ece,,
2013-02-21,"
Federal Bank cuts base rate
",http://www.thehindu.com/business/Industry/federal-bank-cuts-base-rate/article4439438.ece,,
2017-02-02,"
Fed leaves key rate unchanged at a time of uncertainty ",http://www.thehindu.com/business/Economy/Fed-leaves-key-rate-unchanged-at-a-time-of-uncertainty/article17129542.ece,,
2014-09-28,"
Federal Bank extends Rs.500-crore loan to CIAL
",http://www.thehindu.com/news/cities/Kochi/federal-bank-extends-rs500crore-loan-to-cial/article6454463.ece,,
2016-07-08,"
Strike by Federal Bank employees
",http://www.thehindu.com/news/cities/Kochi/Strike-by-Federal-Bank-employees/article14476778.ece,,
2016-09-24,"
Fed’s internal split tied to duelling views on jobs outlook
",http://www.thehindu.com/business/Economy/Fed%E2%80%99s-internal-split-tied-to-duelling-views-on-jobs-outlook/article14651352.ece,,
2016-06-10,"
Focus is on credit growth, says Federal Bank CEO
",http://www.thehindu.com/business/Industry/Focus-is-on-credit-growth-says-Federal-Bank-CEO/article14414748.ece,,
2016-11-08,"
Federal Bank to expand in five more states
",http://www.thehindu.com/business/Federal-Bank-to-expand-in-five-more-states/article16228879.ece,,
2015-10-21,"
Federal Bank Q2 net down
",http://www.thehindu.com/business/federal-bank-q2-net-down/article7785301.ece,,
2016-11-03,"
Fed holds rates steady, sets stage for Dec. hike
",http://www.thehindu.com/business/Industry/Fed-holds-rates-steady-sets-stage-for-Dec.-hike/article16090972.ece,,
2016-09-22,"
Sensex soars 365 points as US Fed holds rates ",http://www.thehindu.com/business/markets/Sensex-soars-365-points-as-US-Fed-holds-rates/article14639653.ece,,
2016-10-14,"
China data, Fed roil stocks, rupee
",http://www.thehindu.com/news/national/telangana/China-data-Fed-roil-stocks-rupee/article16070627.ece,,
2016-09-22,"
Fed keeps key rate unchanged but hints of coming hike ",http://www.thehindu.com/business/Fed-keeps-key-rate-unchanged-but-hints-of-coming-hike/article14639531.ece,,
2016-11-21,"
Sensex crashes on fund outflows, Fed rate hike fears
",http://www.thehindu.com/business/markets/Sensex-crashes-on-fund-outflows-Fed-rate-hike-fears/article16675477.ece,,
2016-09-21,"
Rupee ends flat at 67.02 vs USD ahead of Fed meet outcome ",http://www.thehindu.com/business/markets/Rupee-ends-flat-at-67.02-vs-USD-ahead-of-Fed-meet-outcome/article14608664.ece,,
2016-06-14,"
Sensex ends flat as Fed, Brexit risks loom
",http://www.thehindu.com/business/markets/Sensex-ends-flat-as-Fed-Brexit-risks-loom/article14422195.ece,,
2016-10-13,"
Rupee at 3 week low on Fed rate hike fears; down 41 paise
",http://www.thehindu.com/business/markets/Rupee-at-3-week-low-on-Fed-rate-hike-fears-down-41-paise/article15517038.ece,,
2016-09-16,"
Rupee up by 5 paise to 66.97 on cooling Fed rate hike fears ",http://www.thehindu.com/business/Industry/Rupee-up-by-5-paise-to-66.97-on-cooling-Fed-rate-hike-fears/article14437470.ece,,
2015-06-08,"
Federal Bank slashes base rate to 9.95%
",http://www.thehindu.com/business/Industry/federal-bank-slashes-base-rate-to-995/article7295284.ece,,
2016-02-12,"
Federal Bank moves to new premises
",http://www.thehindu.com/news/cities/Vijayawada/federal-bank-moves-to-new-premises/article8226654.ece,,
2016-01-12,"
Federal Bank Q3 profit slides 39 % to Rs. 163 cr
",http://www.thehindu.com/business/Industry/Federal-Bank-Q3-profit-slides-39-to-Rs.-163-cr/article13995923.ece,,
2017-06-03,"
Federal Bank eyes digital transactions
",http://www.thehindu.com/business/federal-bank-eyes-digital-transactions/article18714041.ece,,
2016-12-15,"
Sensex falls 141 points on Fed rate hike, fund outflows
",http://www.thehindu.com/business/markets/Sensex-falls-141-points-on-Fed-rate-hike-fund-outflows/article16832704.ece,,
2016-09-12,"
Sensex tanks 546 points on global sell-off over Fed rate concern
",http://www.thehindu.com/business/markets/Sensex-tanks-546-points-on-global-sell-off-over-Fed-rate-concern/article14634807.ece,,
2016-12-15,"
U.S. Fed raises interest rates ",http://www.thehindu.com/business/U.S.-Fed-raises-interest-rates/article16811209.ece,,
2016-03-23,"
Bangladesh Bank may sue New York Fed over hacking
",http://www.thehindu.com/business/Economy/Bangladesh-Bank-may-sue-New-York-Fed-over-hacking/article14171380.ece,,
2016-07-09,"
Social media wrap | Fed up, America attacks back
",http://www.thehindu.com/news/Social-media-wrap-Fed-up-America-attacks-back/article14478004.ece,,
2016-01-09,"
Fed Cup: India grouped with Japan
",http://www.thehindu.com/sport/tennis/Fed-Cup-India-grouped-with-Japan/article13990439.ece,,
2015-06-07,"
‘Digital invasion is real and massive and we don’t want to miss out’
",http://www.thehindu.com/business/Industry/digital-invasion-is-massive-and-we-dont-want-to-miss-out-federal-banks-shyam-srinivasan/article7289574.ece,,
2016-08-30,"
Preparing for the Fed rate hike
",http://www.thehindu.com/opinion/editorial/Preparing-for-the-Fed-rate-hike/article14596548.ece,,
2016-12-16,"
Rupee slips after Fed’s decision ",http://www.thehindu.com/business/markets/Rupee-slips-after-Fed%E2%80%99s-decision/article16841594.ece,,
2014-07-17,"
Federal Bank net doubles
",http://www.thehindu.com/business/Industry/federal-bank-net-doubles/article6218054.ece,,
2016-08-26,"
Rupee ends flat at 67.06 ; US Fed speech in focus
",http://www.thehindu.com/business/markets/Rupee-ends-flat-at-67.06-US-Fed-speech-in-focus/article14591303.ece,,
2016-06-12,"
The Fed effect and the RBI's dilemma
",http://www.thehindu.com/business/Economy/The-Fed-effect-and-the-RBIs-dilemma/article14416820.ece,,
2016-09-20,"
Rupee slips below 67-mark vs USD as Fed policy outcome looms ",http://www.thehindu.com/business/markets/Rupee-slips-below-67-mark-vs-USD-as-Fed-policy-outcome-looms/article14600193.ece,,
2013-12-27,"
CNG rate increase due to court orders: IGL
",http://www.thehindu.com/business/Industry/cng-rate-increase-due-to-court-orders-igl/article5507995.ece,,
2015-07-02,"
Supreme Court gives IGL rights to fix tariff
",http://www.thehindu.com/news/cities/Delhi/supreme-court-gives-igl-rights-to-fix-tariff/article7376778.ece,,
2015-12-30,"
Long lines at IGL stations for CNG stickers
",http://www.thehindu.com/news/cities/Delhi/long-lines-at-igl-stations-for-cng-stickers/article8043639.ece,,
2016-01-02,"
IGL announces discount on CNG
",http://www.thehindu.com/news/national/other-states/IGL-announces-discount-on-CNG/article13976148.ece,,
2013-12-26,"
IGL hikes CNG price by Rs. 4.50 in Delhi, NCR towns
",http://www.thehindu.com/business/Industry/igl-hikes-cng-price-by-rs-450-in-delhi-ncr-towns/article5504604.ece,,
2015-07-01,"
IGL shares surge nearly 18% on SC move
",http://www.thehindu.com/business/Industry/igl-shares-surge-nearly-18-on-sc-move/article7374316.ece,,
2011-09-30,"
IGL hikes CNG prices by Rs. 2 in Delhi
",http://www.thehindu.com/news/cities/Delhi/igl-hikes-cng-prices-by-rs-2-in-delhi/article2500210.ece,,
2016-01-01,"
IGL announces discount on CNG
",http://www.thehindu.com/news/cities/Delhi/IGL-announces-discount-on-CNG/article13973874.ece,,
2016-12-04,"
IGL revises CNG, PNG prices in Noida, Ghaziabad
",http://www.thehindu.com/news/cities/Delhi/IGL-revises-CNG-PNG-prices-in-Noida-Ghaziabad/article16757156.ece,,
2013-01-01,"
L&T Finance Holdings acquires Family Credit
",http://www.thehindu.com/business/companies/lt-finance-holdings-acquires-family-credit/article4262106.ece,,
2015-09-21,"
Bain buys Rs.1,305 cr stake in L&T Finance
",http://www.thehindu.com/business/Industry/bain-buys-rs1305-cr-stake-in-lt-finance/article7674745.ece,,
2017-02-22,"
Meet the ‘Senthoora’ girl
",http://www.thehindu.com/entertainment/movies/It-was-Instagram-that-led-Imman-to-his-latest-find-Luksimi-Sivaneswaralingam/article17346718.ece,,
2014-06-05,"
Bar on hedge fund in L&T Fin insider trading case
",http://www.thehindu.com/business/Industry/bar-on-hedge-fund-in-lt-fin-insider-trading-case/article6086047.ece,,
2012-03-27,"
L&T Finance to buy Indian biz of Fidelity MF
",http://www.thehindu.com/business/companies/lt-finance-to-buy-indian-biz-of-fidelity-mf/article3251637.ece,,
2015-07-07,"
L&T Finance shares surge 8.5% amid stake sale reports
",http://www.thehindu.com/business/lt-finance-shares-surge-85-amid-stake-sale-reports/article7395594.ece,,
2015-07-24,"
L&T Finance net up 15 per cent
",http://www.thehindu.com/business/Industry/lt-finance-net-up-15-per-cent/article7461229.ece,,
2013-07-01,"
Mahindra & Mahindra drives in 110-cc Centuro
",http://www.thehindu.com/business/Industry/mahindra-mahindra-drives-in-110cc-centuro/article4870275.ece,,
2013-04-01,"
Mahindra & Mahindra posts 11% jump in March sales
",http://www.thehindu.com/business/Industry/mahindra-mahindra-posts-11-jump-in-march-sales/article4569754.ece,,
2012-04-24,"
Tech Mahindra and Mahindra Satyam ink pact with CA Technologies
",http://www.thehindu.com/business/tech-mahindra-and-mahindra-satyam-ink-pact-with-ca-technologies/article3349746.ece,,
2015-01-26,"
Mahindras plan big push to renewable energy business
",http://www.thehindu.com/business/Industry/mahindras-plan-big-push-to-renewable-energy-business/article6824199.ece,,
2015-12-22,"
Mahindra Reva to hit European roads next year
",http://www.thehindu.com/news/cities/mumbai/business/mahindra-reva-to-hit-european-roads-next-year/article8016614.ece,,
2011-02-17,"
New offerings from Mahindra Navistar
",http://www.thehindu.com/business/companies/New-offerings-from-Mahindra-Navistar/article15448256.ece,,
2011-02-21,"
Mahindra Satyam BPO contract renewed for 2 more years
",http://www.thehindu.com/business/Industry/Mahindra-Satyam-BPO-contract-renewed-for-2-more-years/article15453631.ece,,
2015-12-13,"
Mahindra & Mahindra questions Green Tribunal’s ban on diesel vehicles
",http://www.thehindu.com/business/mahindra-mahindra-questions-green-tribunals-ban-on-diesel-vehicles/article7981131.ece,,
2015-06-10,"
Brand new stripes
",http://www.thehindu.com/features/metroplus/upgraded-mahindra-xuv500-brand-new-stripes/article7302046.ece,,
2011-02-15,"
Mahindra Satyam net at Rs.59 cr
",http://www.thehindu.com/business/companies/Mahindra-Satyam-net-at-Rs.59-cr/article15444259.ece,,
2016-12-23,"
State takes new Tech Mahindra building on lease ",http://www.thehindu.com/news/cities/Visakhapatnam/State-takes-new-Tech-Mahindra-building-on-lease/article16927721.ece,,
2014-08-22,"
'O’, the lucky element for Mahindras!
",http://www.thehindu.com/business/Industry/o-the-lucky-element-for-mahindras/article6339139.ece,,
2016-02-29,"
Annual Mahindra Excellence in Theatre Awards return to city
",http://www.thehindu.com/news/cities/Delhi/annual-mahindra-excellence-in-theatre-awards-return-to-city/article8294098.ece,,
2016-01-03,"
Mahindra City gets bio-CNG plant
",http://www.thehindu.com/news/cities/chennai/Mahindra-City-gets-bio-CNG-plant/article13978460.ece,,
2016-06-22,"
Tech Mahindra acquires BIO
",http://www.thehindu.com/business/Industry/Tech-Mahindra-acquires-BIO/article14395280.ece,,
2014-10-01,"
Tech Mahindra to set up second campus in Vizag
",http://www.thehindu.com/news/national/andhra-pradesh/tech-mahindra-to-set-up-second-campus-in-vizag/article6462558.ece,,
2015-08-07,"
Mahindra & Mahindra Q1 standalone net down 3.35% at Rs. 852.2 cr
",http://www.thehindu.com/business/Industry/mahindra-mahindra-q1-standalone-net-down-335/article7512109.ece,,
2014-08-20,"
Mahindras up ante in high HP segment with new tractors
",http://www.thehindu.com/business/Industry/mahindras-up-ante-in-high-hp-segment-with-new-arjun-range-of-tractors/article6335691.ece,,
2014-07-15,"
Team Mahindra gets three points
",http://www.thehindu.com/sport/other-sports/team-mahindra-gets-three-points/article6210642.ece,,
2015-10-14,"
Bring on the Mojo
",http://www.thehindu.com/features/metroplus/Motoring/hands-on-with-the-mahindra-mojo/article7761264.ece,,
